label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,045_neg_Cohort_1_1,046_neg_Cohort_1_2,047_neg_Cohort_1_3,048_neg_Cohort_1_4,049_neg_Cohort_1_5,053_neg_Cohort_2_1,054_neg_Cohort_2_2,055_neg_Cohort_2_3,056_neg_Cohort_2_4,057_neg_Cohort_2_5,058_neg_Cohort_2_6,061_neg_Cohort_3_1,062_neg_Cohort_3_2,063_neg_Cohort_3_3,064_neg_Cohort_3_4,065_neg_Cohort_3_5,066_neg_Cohort_3_6,069_neg_Cohort_4_1,070_neg_Cohort_4_2,071_neg_Cohort_4_3,072_neg_Cohort_4_4,073_neg_Cohort_4_5,074_neg_Cohort_4_6,077_neg_Cohort_5_1,078_neg_Cohort_5_2,079_neg_Cohort_5_3
g,545,545,4,147.029648,3.497,0.712669,,D-erythro-3-Methylmalate,C06032,C5H8O5,-1,1.660483,147.029648,72652.88,68861.55,52372.98,87096.66,107420.38,51050.7,88184.83,107577.55,87803.65,87525.76,106156.57,94021.4,63194.27,84377.96,117571.73,82720.87,99507.18,36021.75,41766.07,56110.09,45239.6,52515.55,56660.01,122418.36,92488.42,73183.13
g,546,546,5,147.030823,1.794,0.832176,,(R)-2-Methylmalate,C02612,C5H8O5,-1,6.330591,147.030823,8238.01,4321.16,3031.11,1708.19,5948.95,18290.73,12863.94,14875.56,15029.06,5588.31,18754.81,21175.3,16450.46,13385.53,15634.95,12786.61,12566.33,9454.52,9883.05,6112.52,3036.06,3808.85,5560.27,3872.71,3877.69,5439.51
g,547,547,4,147.029648,3.497,0.712669,,(R)-2-Methylmalate,C02612,C5H8O5,-1,1.660483,147.029648,72652.88,68861.55,52372.98,87096.66,107420.38,51050.7,88184.83,107577.55,87803.65,87525.76,106156.57,94021.4,63194.27,84377.96,117571.73,82720.87,99507.18,36021.75,41766.07,56110.09,45239.6,52515.55,56660.01,122418.36,92488.42,73183.13
g,548,548,27,146.045502,3.904,0.841241,,L-Glutamate,C00025,C5H9NO4,-1,2.611985,146.045502,38238316,43301700,46624152,43808968,53680688,34876692,36028436,33672196,43122612,41190512,36295328,33174654,42647812,34630712,37975812,44734412,32461208,28253578,33418292,32462926,32120492,34013312,33007506,34344944,36798700,32256174
g,558,558,27,146.045502,3.904,0.841241,,O-Acetyl-L-serine,C00979,C5H9NO4,-1,2.611985,146.045502,38238316,43301700,46624152,43808968,53680688,34876692,36028436,33672196,43122612,41190512,36295328,33174654,42647812,34630712,37975812,44734412,32461208,28253578,33418292,32462926,32120492,34013312,33007506,34344944,36798700,32256174
g,560,560,19,146.04567,2.248,0.837406,,O-Acetyl-L-serine,C00979,C5H9NO4,-1,1.462712,146.04567,1196463.88,1020479.69,1275901.12,922487.94,1234827.12,235164.8,287755.59,237417.33,253565.88,333910.62,289506.84,149815.25,207093.8,199887.25,169667.95,174242.73,157924.45,270829.78,257720.41,265804.16,252888.91,225739.95,266563.09,660036.94,697209.12,601969.12
g,561,561,25,146.045639,6.571,0.832943,,O-Acetyl-L-serine,C00979,C5H9NO4,-1,1.671671,146.045639,525392.5,670571.56,594340.19,494801.12,704709.19,428190.25,463227.38,446704.41,527004.94,508686.38,439511.59,722377.19,505327.62,724030.25,569480.88,687388.5,527637.62,746045.75,692214.38,882305.38,724140.94,895093.25,831188.88,624661.31,600125.5,742408.5
g,564,564,7,146.045639,4.95,0.729395,,O-Acetyl-L-serine,C00979,C5H9NO4,-1,1.671671,146.045639,62297.95,34877.78,176261.22,205407.2,33898.46,122786.02,133810.62,207267.53,139468.81,88942.67,166581.91,536791.5,424040.47,388735.44,603096,485856.94,529469.81,451296.75,430415.28,336699.75,512956.31,576448.75,450626.91,682981.12,1049351.5,967317.56
g,568,568,27,145.098053,8.612,0.838038,,L-Lysine,C00047,C6H14N2O2,-1,1.367103,145.098053,7315770.5,8282948,9905350,9029854,12459120,8935134,7770324,8164813,8699251,10114150,6253074.5,10654064,9736562,9714208,7002608,13087204,9908767,11117834,9554014,9115949,8148183,10001493,8820994,9852342,10353628,12222374
g,572,572,21,145.061676,3.842,0.841362,,L-Glutamine,C00064,C5H10N2O3,-1,1.262258,145.061676,56847696,57656624,55715512,55955340,74680616,39434532,37286728,41353736,47327112,43220356,39442364,26204702,33600880,37339260,34159412,33252060,32642124,21336830,17169892,19942180,20788710,22729534,22743106,18851424,16059802,20591076
g,579,579,6,145.050751,3.841,0.837137,,(S)-2-Aceto-2-hydroxybutanoate,C06006,C6H10O4,-1,0.84157,145.050751,162359.53,163499.92,170610.83,186163.41,201763.31,120768.34,100332.88,110974.22,101584.84,109542.9,91188.45,63353.92,64308.21,104365.91,103393.05,64721.86,60634.48,50029.18,49282.95,52695.6,46384.45,46127.25,48544.31,52267.28,31720.74,61260.89
g,581,581,16,145.013977,3.023,0.838722,,2-Oxoglutarate,C00026,C5H6O5,-1,1.894008,145.013977,416220.41,297857.03,426410.31,373710.25,402452.97,456634.31,380264.09,398639.06,336535.25,466732.91,337336.72,336183.59,203481.03,367747.41,338750.19,391506.41,390493.47,78406.69,208002.3,215938.31,80577.55,79349.42,135182.83,235710.14,226031.05,223016.09
g,582,582,12,141.066742,3.947,0.830518,,Ectoine,C06231,C6H10N2O2,-1,1.514338,141.066742,394438.56,340097.41,478262.19,393390.75,456964.75,550184.88,585287.19,521548.69,623656.5,605445.56,680125.12,827427.38,613131.88,1047285.12,933104.31,727267.88,956970.69,425471.09,410470.94,405785.75,383424.25,263670.88,387962.03,48000.04,62318.75,96761.57
g,587,587,9,136.040131,3.94,0.839659,,4-Aminobenzoate,C00568,C7H7NO2,-1,2.018946,136.040131,12325.3,18896.31,16536.52,14498.32,22721.99,10506.59,13073.07,24597.57,25525.83,6726.98,8517.18,20522.64,8075.96,22906.22,4749.21,26870.97,11305.36,61394.75,143249.05,90541,106670.99,106356.56,111401.12,28514.04,36379.2,39904.09
g,588,588,8,136.040131,4.352,0.833732,,4-Aminobenzoate,C00568,C7H7NO2,-1,2.018946,136.040131,35467.16,22792.26,32927.78,26060.57,23445.97,28243.66,15258.7,22212.72,20556.7,23998.36,27435.36,26812.78,17647.92,15669.11,24020.11,25999.82,22096.73,19052.9,57658.19,30977.68,34565.21,38549.27,25855.19,30088.9,25666.44,29254
g,589,589,10,135.030991,1.871,0.835938,,Hypoxanthine,C00262,C5H4N4O,-1,1.808031,135.030991,1248047.38,1379603,1343267.75,1493992.12,2262446.75,2206287.25,1839407.75,1152087.75,1585050,2004148.38,1153407.12,1411842.12,1640945.62,1395176.62,1676014.88,1778979.75,1820950.88,1909229.25,2922732.25,2986658,2980522.5,5118432.5,3282782.75,1035081.25,936109.31,1065546.88
g,590,590,16,134.046967,1.244,0.834661,,Adenine,C00147,C5H5N5,-1,1.935135,134.046967,5195349,6058951.5,7978681.5,5725443,5068863,10915409,7748971.5,8054672.5,8895870,7927034.5,7627744,5716738,8212777.5,7484937,7597278.5,5817618,4344255.5,7555870.5,9019624,7664656,10026777,4185916.75,4114925.25,6299034.5,6783154.5,4293142
g,591,591,19,134.046982,7.078,0.78196,,Adenine,C00147,C5H5N5,-1,1.821303,134.046982,1693087.12,1571424.38,1861900.25,1438138.62,2294293.5,1713171,1533348,2648576.25,1496376.5,1823757.38,2135835,3923457,2701080.25,1573125.5,1043933.38,2159842,1478630.75,3090639.5,2504701,1202789.75,2431719,620124,1455258.75,1907662,1371679.5,1712211.25
g,592,592,15,134.046967,4.534,0.829947,,Adenine,C00147,C5H5N5,-1,1.935135,134.046967,489253.5,469310,458964.44,506292,437452.94,367625.41,262487.16,313394.97,345186.34,325573.44,378295.34,365898.59,401521.78,406744.22,348736.81,536637.75,459393.91,260279.02,443797.25,225032.8,380059.97,381843.12,330708.03,159351.89,170071.08,238934.62
g,593,593,10,134.047012,6.715,0.765216,,Adenine,C00147,C5H5N5,-1,1.59364,134.047012,392691.34,135588.05,274576.78,186738.27,232787.53,284404.41,590176.06,403844.78,760778.06,733587.06,462273.66,280389.38,290340.94,390761.75,209922.55,499060.25,394957.06,636533.12,550401.88,402628.47,234933.34,540750.56,506676,538162.12,455291.81,424319.62
g,604,604,16,89.024437,2.098,0.841388,,(S)-Lactate,C00186,C3H6O3,-1,0.1714,89.024437,1245658.62,552890.75,2799515.5,709028.88,1959434.25,2970966.75,1030031.88,5477699,2842445.5,3173372.5,2403282.75,4508334,4279988.5,4473773.5,4497558.5,4894919,3194922,3598365.25,3402199.75,6322991,5132252,5920743,3531753.5,2375795.75,8209445.5,6531590
g,607,607,16,89.024437,2.098,0.841388,,3-Hydroxypropanoate,C01013,C3H6O3,-1,0.1714,89.024437,1245658.62,552890.75,2799515.5,709028.88,1959434.25,2970966.75,1030031.88,5477699,2842445.5,3173372.5,2403282.75,4508334,4279988.5,4473773.5,4497558.5,4894919,3194922,3598365.25,3402199.75,6322991,5132252,5920743,3531753.5,2375795.75,8209445.5,6531590
g,610,610,16,89.024437,2.098,0.841388,,D-Glyceraldehyde,C00577,C3H6O3,-1,0.1714,89.024437,1245658.62,552890.75,2799515.5,709028.88,1959434.25,2970966.75,1030031.88,5477699,2842445.5,3173372.5,2403282.75,4508334,4279988.5,4473773.5,4497558.5,4894919,3194922,3598365.25,3402199.75,6322991,5132252,5920743,3531753.5,2375795.75,8209445.5,6531590
g,616,616,8,88.040421,4.046,0.83683,,beta-Alanine,C00099,C3H7NO2,-1,0.173316,88.040421,2338616.75,1942119.38,2494133.25,1575687.12,3037326,830269.69,1306513.5,1164547.12,667798.81,1937368.62,2045704.75,1750588.88,582799.94,1680780.25,2159582.5,1550607.38,1620940.88,1431739.12,3190848.5,3581583.75,2460277.5,1868186.5,2956103.5,1594817.5,2056210,715935.81
g,618,618,19,88.040375,3.532,0.839127,,L-Alanine,C00041,C3H7NO2,-1,0.346631,88.040375,2925380,2224130,2971276,2323531.75,5862098,3475888.5,5762396,6756619,2776811.25,2746276.25,3836425.25,6900563.5,4770123,1947638.38,7013332.5,8210789.5,3038828,3870504,2322671.5,3215632.25,2597588,6295217,1698272.5,5494207.5,5303300,2216495
g,623,623,9,88.040474,2.199,0.823073,,Sarcosine,C00213,C3H7NO2,-1,0.779921,88.040474,1158549.5,558356.12,1213121,1010171.94,671310.88,1150685.5,637829.69,1435133,1177131.75,664369,761424.06,856814.44,1593178.88,830913.75,388785.69,428316.47,489570.72,289664.53,933590,1093556.88,981110.94,530278.69,993868.19,942874.44,903012.44,488057.28
g,624,624,20,87.008804,3.381,0.840044,,Pyruvate,C00022,C3H4O3,-1,0.438427,87.008804,1745346.25,1660753.25,1732988.25,571959.62,2464614,1528267.75,2291447.25,2211518,978868.06,323507.53,1323043.25,1815792.75,638575.88,690937.06,1282212.88,1263140.62,582493.44,3084653.25,2071669.12,1328167.5,1906153.25,1512229.38,2011819.88,998443,2032187.88,2248472.5
g,625,625,9,87.008789,4.698,0.836671,,Pyruvate,C00022,C3H4O3,-1,0.263056,87.008789,742874.81,890882.88,578024.38,629835.69,426102.88,451035.31,357609.91,374872.84,493891.5,751079,222542.03,980518.75,366863.66,1111551,1650516.75,1969965,882473.62,1595028.75,1476824.62,631868.69,492455.19,444894.19,1218918,200793.41,920266.44,1475631.5
g,627,627,20,87.008804,3.381,0.840044,,3-Oxopropanoate,C00222,C3H4O3,-1,0.438427,87.008804,1745346.25,1660753.25,1732988.25,571959.62,2464614,1528267.75,2291447.25,2211518,978868.06,323507.53,1323043.25,1815792.75,638575.88,690937.06,1282212.88,1263140.62,582493.44,3084653.25,2071669.12,1328167.5,1906153.25,1512229.38,2011819.88,998443,2032187.88,2248472.5
g,628,628,9,87.008789,4.698,0.836671,,3-Oxopropanoate,C00222,C3H4O3,-1,0.263056,87.008789,742874.81,890882.88,578024.38,629835.69,426102.88,451035.31,357609.91,374872.84,493891.5,751079,222542.03,980518.75,366863.66,1111551,1650516.75,1969965,882473.62,1595028.75,1476824.62,631868.69,492455.19,444894.19,1218918,200793.41,920266.44,1475631.5
g,631,631,10,96.969597,5.3,0.837913,,Orthophosphate,C00009,H3PO4,-1,0.236035,96.969597,9773090,3534771.25,4759711,4149560,12674336,9988890,5993189.5,6401593,3864742.25,9179504,5436122,3951904.75,4857490,5629147,4050383.5,6896454.5,7197540,5237086,3109369.5,6258843.5,6672865.5,12726127,4142236.5,2429388.25,3220373,4698277.5
g,638,638,7,103.040024,2.936,0.832982,,(S)-3-Hydroxyisobutyrate,C06001,C4H8O3,-1,0.444258,103.040024,4412.16,4239.35,12231.12,0,8575.76,41543.9,60285.3,56360.71,47352.79,41774.44,40250.08,60322.86,43111.87,99699.55,49390.45,91729.4,23382.33,169321.38,104614.89,106489.91,42160.39,133080.75,120340.09,106364.66,94452.77,117780.51
g,639,639,20,116.07151,2.778,0.83907,,L-Valine,C00183,C5H11NO2,-1,1.64325,116.07151,4624876,2809811.75,3217805,3748725.5,4367898.5,2641109.75,3434595.75,5215444,3944309.25,2417801.75,3276779.75,3148540.5,2009417,3450690.25,4351315.5,4081659,3043803.75,3703306.75,3258349.5,3775684.25,2269589.5,2123375.25,4096219,1702936.75,1845024.75,3932755.25
g,641,641,7,116.035126,3.886,0.832556,,L-Aspartate 4-semialdehyde,C00441,C4H7NO3,-1,1.643766,116.035126,22636.01,45207.52,50383.02,39622.27,69284.33,29781.1,51160.37,42791.34,58140.01,46698.59,55792.52,48996.21,63774.51,28579.33,75870.96,69184.15,35374.69,150479.25,115803.3,223487.61,188048.41,78173.41,142301.77,204772.62,121249.55,200316.42
g,645,645,3,116.035141,2.68,0.662305,,L-Aspartate 4-semialdehyde,C00441,C4H7NO3,-1,1.512264,116.035141,312127.62,150716.61,146510.25,240194.91,422850.59,172809.5,168547.47,487899.53,155063.61,419265.97,306623.25,399126.06,298852.81,225468.02,247116.62,556037.06,333411.56,91004.06,164235.09,118910.21,161032.16,176744.56,85665.62,78969.8,132541.8,158312.62
g,646,646,13,115.003487,3.803,0.834703,,Fumarate,C00122,C4H4O4,-1,1.724851,115.003487,978195.06,1331249.5,1034637.69,921488.56,1194300.25,1885761.12,1304155.62,1133609.75,1912869,1651601.12,2391395.25,1424445.75,2307496.25,2719777.75,2406972,2723100.5,3065768.5,2613671,1776869.12,1817908.88,1678818.62,1538761.62,2868853.25,2406578.25,1817107.25,1592335.88
g,647,647,11,115.003494,4.044,0.834627,,Fumarate,C00122,C4H4O4,-1,1.658511,115.003494,1269859.62,995231.31,1315492.12,786620.44,1628384,487684.72,731313.25,625501.12,454749.31,970864.88,1027825.12,998554,437282.91,841736.62,1034402.62,803193.12,798844.19,916273.38,1465951.12,1711513.12,1224172.38,976248.69,1301917.5,810473,957020.06,1164624
g,648,648,11,115.003479,3.571,0.837625,,Fumarate,C00122,C4H4O4,-1,1.791192,115.003479,561121.75,398656.31,885328.56,639707.56,774472.06,1024413.69,847470.19,1195590.75,953812.38,623546.94,623957.25,1235486.5,1083545.62,537600.38,1000341.19,1353119,755504.06,1183777.12,1119817.62,540511.81,983983.44,1330292.38,1165794.12,1007947.19,946163.12,812722.12
g,650,650,18,114.055817,3.021,0.826432,,L-Proline,C00148,C5H9NO2,-1,2.07364,114.055817,1887128.62,2443561.5,2723163.25,2617437.25,3831513.5,4334865,4200483.5,3196977.25,2344463,5058653.5,2062402.5,4603036.5,4230866.5,5839684.5,5571767.5,8263976.5,8071245.5,5831797.5,6991056,6570058,6480703.5,4675628.5,6614443.5,8972712,8890880,13916266
g,654,654,3,113.035408,5.764,0.824713,,"5,6-Dihydrouracil",C00429,C4H6N2O2,-1,2.159855,113.035408,164742.73,93278.8,88664.54,75426.96,102208.68,52054.36,18473.48,19938.14,162667.53,53559.37,27030.19,149447.27,125760.3,125588.77,102302.39,79022.82,26778.78,9311.24,10489.34,32545.6,22090.93,20193.95,27820.85,0,2355.07,10309.86
g,658,658,15,111.019783,4.7,0.840224,,Uracil,C00106,C4H4N2O2,-1,1.992906,111.019783,1649085.38,1543065.88,1386940.75,1340032.75,977373.25,1034601.5,765674.69,821331.06,901789.75,1232188.25,693734.81,2847881,1451673,2244739,3782367,4155007.75,3211086.5,5198437.5,4669990,3786256.25,5092534,1549659.75,5536189,2427488.75,5158521.5,4807047.5
g,659,659,3,111.019836,1.851,0.826746,,Uracil,C00106,C4H4N2O2,-1,1.51186,111.019836,314802.53,777414.69,518269.94,348285.78,921902.5,669071.25,572130.38,416001,503650.03,640480.38,397899.78,266073.41,517986.53,287347.91,597517.44,659012.62,554600.81,408519.41,770290.5,1126658,739884.31,1661441.12,651233.12,961848.75,1065039.88,640893.06
g,660,660,5,111.019798,6.275,0.78051,,Uracil,C00106,C4H4N2O2,-1,1.855464,111.019798,282486.94,387033.69,555443.75,384234.41,335095.81,138995.88,180612.83,287450.47,214944.36,154023.44,126468.66,69907.37,129273.62,177347.55,179042.02,294821,139391.58,111915.2,81890.76,129797.86,84668.98,84712.81,176940.66,202247.52,214170.7,209920.06
g,661,661,8,111.019791,7.668,0.790086,,Uracil,C00106,C4H4N2O2,-1,1.924185,111.019791,308686.38,206090.05,236253.77,153587.94,225705.3,169869.2,68720.62,373270.75,296548.78,75490.53,255058.83,230067.34,348346.94,131209.23,205483.05,227857.06,226202.03,232325.91,188914.98,188458.19,126849.02,40407.47,197460.16,360021.84,312781.72,418874.5
g,665,665,7,104.035172,3.961,0.824267,,L-Serine,C00065,C3H7NO3,-1,1.393359,104.035172,135042.08,100118.3,224329.98,147754.39,94534.2,102248.73,172218.92,53205.14,91315.71,114158.07,103399.37,79532.52,10658.52,206465.94,144645.64,97615.27,144750.59,195698.09,196832.69,222981.03,265827.09,131147.11,219059.77,481214.34,510539.12,429074.38
g,667,667,10,151.025894,2.207,0.668578,,Xanthine,C00385,C5H4N4O2,-1,1.717579,151.025894,289236.88,311834.16,560578,314810.78,575368.75,382916.84,406800.56,547631.62,401365.59,457893.78,388333.62,629645.56,612397.31,577655,601290.88,744969.25,696945.38,788549.75,856985.44,909533.94,869054.62,760814.62,907349.12,1432540.75,1646080.25,1554653.5
g,668,668,20,102.055931,3.909,0.839591,,(R)-3-Amino-2-methylpropanoate,C01205,C4H9NO2,-1,1.19611,102.055931,13682468,19474308,23071124,18614752,29581622,11747532,15243650,12578514,22196642,18347178,16365612,15438814,13644858,14497315,18927528,22176352,8402647,10181156,18016290,17322468,17954202,11890857,14617849,12996374,12005878,6424486
g,669,669,20,102.055931,3.909,0.839591,,"N,N-Dimethylglycine",C01026,C4H9NO2,-1,1.19611,102.055931,13682468,19474308,23071124,18614752,29581622,11747532,15243650,12578514,22196642,18347178,16365612,15438814,13644858,14497315,18927528,22176352,8402647,10181156,18016290,17322468,17954202,11890857,14617849,12996374,12005878,6424486
g,670,670,20,102.055931,3.909,0.839591,,(S)-2-Aminobutanoate,C02356,C4H9NO2,-1,1.19611,102.055931,13682468,19474308,23071124,18614752,29581622,11747532,15243650,12578514,22196642,18347178,16365612,15438814,13644858,14497315,18927528,22176352,8402647,10181156,18016290,17322468,17954202,11890857,14617849,12996374,12005878,6424486
g,671,671,11,101.024445,3.936,0.836436,,Acetoacetate,C00164,C4H6O3,-1,0.226561,101.024445,143301.23,157392.27,221790.67,239269.88,258881.17,65979.32,55421.62,79162.03,199346.38,145315.33,141137.09,189038.22,98913.43,239713.88,144317.08,250822.03,168772.59,401800.91,543515.06,511495.06,614753.12,522472.34,574317.31,173985.69,232261.8,224760.28
g,672,672,5,101.024277,4.708,0.838797,,Acetoacetate,C00164,C4H6O3,-1,1.434886,101.024277,409909.16,383332.75,217574.41,257316.11,189800.5,147129.8,154300.83,156326.8,259536.44,287472.5,81586.37,243718.33,101520.13,418449.88,482472.34,446142.91,362859.09,385165.47,353861,245383.55,113294.23,177299.66,287476.53,65243.1,266526.53,273989.56
g,673,673,6,101.024323,4.848,0.837483,,Acetoacetate,C00164,C4H6O3,-1,0.981764,101.024323,52784.23,47866.86,114441.3,65797.8,179606.72,91753.47,91175.74,76016.16,120297.29,47873.28,26644.08,148503.77,119495.45,121306.23,204476.11,187489.16,149290.67,189096.41,390991.88,364343.38,167657.67,214235.97,161317.5,63259.93,110733.75,163963.88
g,676,676,11,101.024445,3.936,0.836436,,(S)-Methylmalonate semialdehyde,C06002,C4H6O3,-1,0.226561,101.024445,143301.23,157392.27,221790.67,239269.88,258881.17,65979.32,55421.62,79162.03,199346.38,145315.33,141137.09,189038.22,98913.43,239713.88,144317.08,250822.03,168772.59,401800.91,543515.06,511495.06,614753.12,522472.34,574317.31,173985.69,232261.8,224760.28
g,677,677,5,101.024277,4.708,0.838797,,(S)-Methylmalonate semialdehyde,C06002,C4H6O3,-1,1.434886,101.024277,409909.16,383332.75,217574.41,257316.11,189800.5,147129.8,154300.83,156326.8,259536.44,287472.5,81586.37,243718.33,101520.13,418449.88,482472.34,446142.91,362859.09,385165.47,353861,245383.55,113294.23,177299.66,287476.53,65243.1,266526.53,273989.56
g,678,678,6,101.024323,4.848,0.837483,,(S)-Methylmalonate semialdehyde,C06002,C4H6O3,-1,0.981764,101.024323,52784.23,47866.86,114441.3,65797.8,179606.72,91753.47,91175.74,76016.16,120297.29,47873.28,26644.08,148503.77,119495.45,121306.23,204476.11,187489.16,149290.67,189096.41,390991.88,364343.38,167657.67,214235.97,161317.5,63259.93,110733.75,163963.88
g,681,681,11,101.024445,3.936,0.836436,,2-Oxobutanoate,C00109,C4H6O3,-1,0.226561,101.024445,143301.23,157392.27,221790.67,239269.88,258881.17,65979.32,55421.62,79162.03,199346.38,145315.33,141137.09,189038.22,98913.43,239713.88,144317.08,250822.03,168772.59,401800.91,543515.06,511495.06,614753.12,522472.34,574317.31,173985.69,232261.8,224760.28
g,682,682,5,101.024277,4.708,0.838797,,2-Oxobutanoate,C00109,C4H6O3,-1,1.434886,101.024277,409909.16,383332.75,217574.41,257316.11,189800.5,147129.8,154300.83,156326.8,259536.44,287472.5,81586.37,243718.33,101520.13,418449.88,482472.34,446142.91,362859.09,385165.47,353861,245383.55,113294.23,177299.66,287476.53,65243.1,266526.53,273989.56
g,683,683,6,101.024323,4.848,0.837483,,2-Oxobutanoate,C00109,C4H6O3,-1,0.981764,101.024323,52784.23,47866.86,114441.3,65797.8,179606.72,91753.47,91175.74,76016.16,120297.29,47873.28,26644.08,148503.77,119495.45,121306.23,204476.11,187489.16,149290.67,189096.41,390991.88,364343.38,167657.67,214235.97,161317.5,63259.93,110733.75,163963.88
g,686,686,16,100.040398,3.937,0.837834,,1-Aminocyclopropane-1-carboxylate,C01234,C4H7NO2,-1,0.076263,100.040398,117809.36,164192.5,211862.61,205261.14,217701.39,70116.2,148284.3,89456.77,180928.61,138772.64,187418.89,209300.97,99379.63,207660.39,200088.17,192611.53,137915.59,295410.72,421059.03,296311.06,501998.69,380209.94,376892.75,112083.65,196657.25,165686.64
g,687,687,14,100.040291,4.847,0.839097,,1-Aminocyclopropane-1-carboxylate,C01234,C4H7NO2,-1,1.143947,100.040291,59767.14,74336.18,71504.92,49473.3,120685.54,83230.77,74958.58,84590.55,72845.85,34504.66,37853.02,119447.48,102424.55,87241.81,159842.5,132978.61,130147.97,125979.62,275640.94,255755.08,104641.48,154996.58,146515.42,43400.43,78066.74,105552
g,688,688,8,100.040314,2.499,0.835521,,1-Aminocyclopropane-1-carboxylate,C01234,C4H7NO2,-1,0.915158,100.040314,35142.41,64242.48,45748.79,89374.29,172942.09,99318.42,58795.37,124125.64,90825.73,116911.52,78035.41,94414.26,82048.73,149188.31,100040.33,159987.81,39743.29,145348.45,227383.72,76064.33,156476.7,140594.42,253858.03,217770.34,235625.69,212954.27
g,690,690,29,201.02504,2.597,0.838691,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C12248,C5H6N4O5,-1,7.51453,201.02504,995843.75,974980.06,809150.06,953616.44,482296.41,1062766,1111111.25,939558.19,1127761.38,754458.75,1330356,1233046.38,1250789.25,1292299.62,1203260.5,800222.25,1364711.25,1514735,1456460,1370655.38,1448060.75,895653.25,1229638,1233900.5,1035004.88,1149143
g,691,691,29,201.025055,2.059,0.840021,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C12248,C5H6N4O5,-1,7.438626,201.025055,909500,850247.75,889193.5,822628.25,420869.84,1046191.31,1155616.88,1206386.75,1079228.12,728048.88,1190840.62,1006746,1053384.25,969887.31,1123549.5,619657.19,1408644.12,995780.19,932378.75,975754.12,1070252.25,626609.5,765703,1128767.62,1014686.62,1014052.38
g,692,692,23,201.02504,1.72,0.80986,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C12248,C5H6N4O5,-1,7.51453,201.02504,824989.5,899342.25,717612.88,808462.38,510012.5,832473.94,955003.38,919139.88,963994.5,758986.44,876322.94,765894.94,829698.75,907684.94,849092.5,633763.12,998609.5,882812.25,853869.38,856343.38,1107413.75,780329.19,707009.25,889114.38,726675.62,806746.81
g,695,695,17,201.02504,2.36,0.790464,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C12248,C5H6N4O5,-1,7.51453,201.02504,311454.97,278693,225363.16,272219.12,135444.06,333925.69,367120.62,330360.25,346719.62,200259.53,384489.84,338686.5,363993.66,382431.34,365750.19,191833.84,473833.06,435235.5,380278.44,389463.31,415404.19,257730.59,371921.44,371087.38,352022.72,332864.09
g,700,700,27,229.011246,4.915,0.840765,,D-Xylulose 5-phosphate,C00231,C5H11O8P,-1,2.79841,229.011246,504650.72,689971.12,463845.62,651440.31,488050.09,683559.75,652357.75,645025.44,636684.25,646719.44,524444.56,528913.12,692104.88,696423.06,651195.94,777444.31,1052693.38,596065.12,690698.88,574122.69,927879.81,1556965,972951.56,623545.94,882707.31,755248.12
g,701,701,21,229.011246,5.424,0.836378,,D-Xylulose 5-phosphate,C00231,C5H11O8P,-1,2.79841,229.011246,162986.23,152893.72,109447.19,126098.44,86277.01,156525.89,178066.66,152253.94,180152.16,161547.53,148285.77,138133.56,212207.09,173155.78,162036.11,138991.88,138454.31,83567.77,84747.45,88974.25,89832.4,141374.45,87222.02,88757.69,114232.37,107178.03
g,711,711,16,220.082031,3.945,0.839974,,N-Acetyl-D-glucosamine,C00140,C8H15NO6,-1,2.842615,220.082031,96930.5,81314.8,95253.45,125875.68,153079.47,77233.64,79068.15,67325.52,71961.12,97385.11,61662.68,98562.86,90805.39,85293.9,92790.73,156908.58,81821.8,308425.19,399473.81,385674.78,429839.16,535296.5,455350.41,184604.94,122895.39,285660.91
g,712,712,28,220.082047,3.377,0.83998,,N-Acetyl-D-glucosamine,C00140,C8H15NO6,-1,2.773283,220.082047,156960.67,137555.41,202885.03,153836.47,177951.2,85867.38,119821.31,141540.3,143309.66,124081.32,77313.91,107389.17,110117.21,83970.31,81245.73,150344.58,79748.98,214243.84,182400.67,183847.83,179959.48,188590.67,180723.52,150615.36,219107.78,189743.86
g,713,713,12,220.082047,4.835,0.836964,,N-Acetyl-D-glucosamine,C00140,C8H15NO6,-1,2.773283,220.082047,59843.75,21332.42,41107.21,24142.57,22649.14,73339.34,32984.22,53663.09,50447.02,37377.57,36339.5,68581.77,66350.5,42693.37,61591.5,99018.72,65179.21,62186.12,136486.11,106953.34,112827.67,143109.75,127534.85,35217.52,57228,66518.98
g,715,715,16,220.082031,3.945,0.839974,,N-Acetyl-D-mannosamine,C00645,C8H15NO6,-1,2.842615,220.082031,96930.5,81314.8,95253.45,125875.68,153079.47,77233.64,79068.15,67325.52,71961.12,97385.11,61662.68,98562.86,90805.39,85293.9,92790.73,156908.58,81821.8,308425.19,399473.81,385674.78,429839.16,535296.5,455350.41,184604.94,122895.39,285660.91
